CODIGO	NOMBRE	DEPARTAMENTO	MATRICULA TOTAL	Inicial 1	Inicial 2	Inicial 3	Parvularia 4	Parvularia 5	Parvularia 6	Primer Grado	Segundo Grado	Tercer Grado	Cuarto Grado	Quinto Grado	Sexto Grado	SÇptimo Grado	Octavo Grado	Noveno Grado	Primer A§o	Segundo A§o	Tercer A§o	Primer Grado - A§o 1	Primer Grado - A§o 2	Segundo Grado - A§o 1	Segundo Grado - A§o 2	Tercer Grado - A§o 1	Tercer Grado - A§o 2	Cuarto Grado - A§o 1	Cuarto Grado - A§o 2	Laboral Inicial A§o 1	Laboral Inicial A§o 2	Especializaci¢n Laboral A§o 1	Especializaci¢n Laboral A§o 2	Especializaci¢n Laboral A§o 3
13288	"CENTRO ESCOLAR ""DOCTOR RAMON  ROSA"""	MORAZµN	344				13	13	21	34	35	40	35	42	31	33	26	21																
13289	"CENTRO ESCOLAR ""CANTON EL TABLON"""	MORAZµN	255				5	15	16	19	17	26	26	20	26	25	28	32																
13290	"CENTRO ESCOLAR ""CANTON LA LABRANZA"""	MORAZµN	40				2	4	4	2	8	7	4	1	8																			
13291	"CENTRO ESCOLAR ""CANTON CANDELARIA"""	MORAZµN	138				5	10	15	3	17	12	13	15	13	13	12	10																
13292	"CENTRO ESCOLAR ""SARA CASTELLANOS"""	MORAZµN	115				6	9	10	7	7	15	10	10	17	8	8	8																
13293	"CENTRO ESCOLAR ""CANTON ANIMAS"""	MORAZµN	192				15	11	7	9	21	15	23	26	17	21	16	11																
13294	"CENTRO ESCOLAR ""CANTON EL PE•ON"""	MORAZµN	99				1	2	6	9	10	8	7	11	9	18	10	8																
13295	"CENTRO ESCOLAR ""CASERIO TROMPINA, CANTON EL BEJUCAL"""	MORAZµN	112				1	4	5	14	8	7	13	14	8	14	16	8																
13296	"CENTRO ESCOLAR ""CANTON  LA JOYA"""	MORAZµN	38				2	1	2	5	2	5	7	3	1	2	2	6																
13298	"CENTRO ESCOLAR ""CASERIO EL GIGANTE, CANTON  ANIMAS"""	MORAZµN	22				2	2	3	2	2	3	2	3	3																			
13299	"CENTRO ESCOLAR  ""ALBERTO GUZMAN MEJIA"""	MORAZµN	189				11	8	15	16	15	16	16	21	14	22	19	16																
13301	"COMPLEJO EDUCATIVO ""MARCELINO GARCIA FLAMENCO"""	MORAZµN	293				3	6	18	24	16	18	23	25	30	25	25	28	19	17	16													
13303	"CENTRO ESCOLAR ""PEDRO PABLO CASTILLO"""	MORAZµN	338				22	22	23	35	18	26	35	26	30	44	30	27																
13304	"CENTRO ESCOLAR ""BLANCA BENITEZ DE FLORES"""	MORAZµN	81				1	5	5	5	4	6	9	8	8	13	7	10																
13307	"CENTRO ESCOLAR ""CANTON ISLETAS"""	MORAZµN	240				6	13	19	19	12	13	22	27	28	30	21	30																
13309	"CENTRO ESCOLAR ""DE YOLOAIQUIN"""	MORAZµN	344							17	19	21	29	31	31	45	51	38	38	24														
13310	"CENTRO ESCOLAR ""CANTON LAS CRUCES"""	MORAZµN	26				3	4	2	2	4	2	5	4																				
13311	"CENTRO ESCOLAR ""CANTON EL ACEITUNO"""	MORAZµN	55							12	7	6	9	11	10																			
13312	"ESCUELA DE EDUCACION PARVULARIA ""DE YOLOAIQUIN"""	MORAZµN	32				10	14	8																									
13313	"CENTRO ESCOLAR ""CASERIO GUAYANQUE, CANTON LAS CRUCES"""	MORAZµN	23				3	6	1	3	2	6	1		1																			
13314	"CENTRO ESCOLAR ""CASER÷O LA LAGUNA, CANT‡N EL VOLCAN"""	MORAZµN	31				3	4	4	3	3	3	5	3	3																			
13315	"ESCUELA DE EDUCACION PARVULARIA ""CANTON EL ACEITUNO"""	MORAZµN	18				6	5	7																									
13321	"CENTRO ESCOLAR ""MARIO SANTOS REYES """	LA UNI‡N	50				1	7	4	3	9	4	8	5	9																			
13322	"CENTRO ESCOLAR ""LUCILA SORTO"""	LA UNI‡N	30				3	4	5	4	3	4	3	4																				
13323	"CENTRO ESCOLAR "" CASERIO LOS REYES, CANTON TERRERITOS"""	LA UNI‡N	12				1	1	2	3	2	2		1																				
13328	"CENTRO ESCOLAR ""CANTON EL TIZATE """	LA UNI‡N	48					2	2	6	8	6	6	9	9																			
13329	"CENTRO ESCOLAR ""CANTON TERRERITOS"""	LA UNI‡N	99				1	5	9	6	8	4	8	12	6	13	19	8																
13330	CENTRO ESCOLAR  CANTON EL CARBONAL	LA UNI‡N	14							2	2	2	2	3	3																			
13331	"CENTRO ESCOLAR  ""DE ANAMOROS """	LA UNI‡N	860				18	35	60	58	72	54	74	75	69	123	96	126																
13332	"CENTRO ESCOLAR ""CANTON TULIMA """	LA UNI‡N	141				3	5	5	11	10	13	10	16	15	22	18	13																
13333	"CENTRO ESCOLAR ""CANTON CORDONCILLO """	LA UNI‡N	22					1	3	5	2	1		10																				
13335	"CENTRO ESCOLAR ""CANTON GUADALUPE """	LA UNI‡N	50				2	9	5	2	4	5	3	12	8																			
13336	"CENTRO ESCOLAR "" CANTON LA RINCONADA """	LA UNI‡N	10				1	2	1	3	3																							
13338	"CENTRO ESCOLAR "" CANTON EL ALBORNOZ """	LA UNI‡N	25				3	3	2	7	3	2	1	2	2																			
13339	"CENTRO ESCOLAR "" CASERIO MAJANITOS, CANTON GUADALUPE"""	LA UNI‡N	5				1			1		2			1																			
13340	"CENTRO ESCOLAR "" CANTON LA PAZ """	LA UNI‡N	158				12	10	8	12	11	9	13	19	18	14	14	18																
13341	"CENTRO ESCOLAR "" CANTON NUEVA GUADALUPE """	LA UNI‡N	19				4	2	1	1	1	1	2	2	5																			
13342	"CENTRO ESCOLAR "" CANTON EL TRANSITO """	LA UNI‡N	17				1	3			2	4	3	2	2																			
13343	"COMPLEJO EDUCATIVO "" DE BOLIVAR """	LA UNI‡N	295				6	9	12	12	12	15	10	11	11	27	32	36	55	33	14													
13344	"CENTRO ESCOLAR "" CASERIO OJO DE AGUA, CANTON GUERIPE """	LA UNI‡N	98				8	4	8	7	6	6	14	12	4	10	10	9																
13346	CENTRO ESCOLAR CASER÷O CUEVAS, CANT‡N GUERIPE	LA UNI‡N	71				2	5		3	12	9	9	13	18																			
13347	"CENTRO ESCOLAR "" CANTON  EL GUAYABO """	LA UNI‡N	36				3	4	2	4	5	1	7	7	3																			
13348	"CENTRO ESCOLAR "" CASERIO PUEBLO NUEVO, CANTON GUERIPE """	LA UNI‡N	181				4	5	13	13	11	11	13	24	15	20	29	23																
13349	"CENTRO ESCOLAR "" CANTON GUERIPE """	LA UNI‡N	165				6	8	11	11	9	9	18	27	15	20	20	11																
13350	"CENTRO ESCOLAR "" CASERIO EL MANZANILLO, CANTON EL MOLINO"""	LA UNI‡N	48				3	4	4	8	6	5		10	8																			
13351	"CENTRO ESCOLAR "" CANTON EL MOLINO """	LA UNI‡N	157				8	12	11	10	6	7	16	12	13	16	25	21																
13352	"COMPLEJO EDUCATIVO ""PROFESOR VIDAL UMANZOR"""	LA UNI‡N	518				15	14	35	32	28	41	43	42	30	48	53	47	43	47														
13353	"CENTRO ESCOLAR ""CASER÷O EL HABILLAL, CANT‡N CIPRES """	LA UNI‡N	118				7	5	9	12	13	10	8	12	14	11	12	5																
13355	"CENTRO ESCOLAR ""COLONIA SAN FRANCISCO, CANTON  EL PILON """	LA UNI‡N	68				8	10	9	5	10	7	8	4	7																			
13358	"CENTRO ESCOLAR "" CANTON EL CIPRES """	LA UNI‡N	145				1	8	12	14	9	17	24	11	19	11	13	6																
13359	"CENTRO ESCOLAR "" COLONIA BUENA VISTA"""	LA UNI‡N	283				4	11	18	22	32	21	35	30	36	23	32	19																
13360	"CENTRO ESCOLAR "" HACIENDA SAN RAMON, CANTON LLANO DE LOS PATOS """	LA UNI‡N	208				1	5	29	31	42	24	27	28	21																			
13361	"CENTRO ESCOLAR "" CANTON LAS TUNAS"""	LA UNI‡N	105				8	4	11	13	13	10	21	14	11																			
13362	"CENTRO ESCOLAR "" CANTON  EL CACAO """	LA UNI‡N	51				3	9	6	6	7	3	7	3	7																			
13363	"CENTRO ESCOLAR ""CANTON EL FARITO"""	LA UNI‡N	151				4	4	14	13	15	16	17	21	4	22	14	7																
13364	"CENTRO ESCOLAR "" HACIENDA LA CA•ADA """	LA UNI‡N	170				2	8	6	16	21	19	13	17	10	19	17	22																
13365	"COMPLEJO EDUCATIVO  "" CANTON EL JAGUEY """	LA UNI‡N	531				17	32	35	49	40	45	58	45	45	40	43	24	29	19	10													
13366	"CENTRO ESCOLAR "" CANTON PLAYAS NEGRAS """	LA UNI‡N	172				1	10	20	14	23	21	23	13	19	10	8	10																
13367	"CENTRO ESCOLAR "" CANTON MAQUIGUE """	LA UNI‡N	80				4	5	7	5	7	6	5	12	10	13	1	5																
13370	"CENTRO ESCOLAR "" CASERIO LA POZA, CANTON YOLOGUAL """	LA UNI‡N	79					6	9	10	11	9	6	13	15																			
13372	"COMPLEJO EDUCATIVO ""CANT‡N EL PIL‡N"""	LA UNI‡N	364				15	14	19	24	23	22	23	34	23	36	29	43	37	22														
13373	"COMPLEJO EDUCATIVO ""CANT‡N LOS PATOS"""	LA UNI‡N	896				5	17	52	63	66	78	82	75	62	91	101	63	69	42	30													
13374	"COMPLEJO EDUCATIVO ""PROFESOR RAÈL FLORES MORENO"""	LA UNI‡N	1009				26	28	54	86	82	83	96	91	94	85	80	80	65	40	19													
13375	"COMPLEJO EDUCATIVO "" MARIO G‡MEZ """	LA UNI‡N	759				12	24	51	47	54	47	50	62	65	77	69	64	49	60	28													
13376	"COMPLEJO EDUCATIVO "" CANTON EL TAMARINDO """	LA UNI‡N	400				8	19	27	32	28	26	67	47	29	32	19	15	28	15	8													
13377	"CENTRO ESCOLAR "" CANTON EL CAULOTILLO """	LA UNI‡N	155				1	7	14	7	19	15	24	15	11	22	11	9																
13378	"CENTRO ESCOLAR "" CASERIO EL CHILE, CANTON EL CAULOTILLO """	LA UNI‡N	15				1		1	3	3	6			1																			
13380	"CENTRO ESCOLAR ""CANTON LA CA•ADA"""	LA UNI‡N	41				6	3	10	4	6	3	3	2	4																			
13381	"COMPLEJO EDUCATIVO ""CANT‡N EL PICHE"""	LA UNI‡N	246				5	5	12	8	14	12	17	19	12	30	20	17	34	23	18													
13382	"CENTRO ESCOLAR "" CANTON EL ZAPOTAL """	LA UNI‡N	17					1	1	3	4	2	3	2	1																			
13384	"CENTRO ESCOLAR "" CANTON ALTO EL ROBLE """	LA UNI‡N	142				9	12	11	11	9	12	18	15	10	6	10	19																
13385	"COMPLEJO EDUCATIVO "" JOHN F. KENNEDY """	LA UNI‡N	477				15	19	37	35	18	36	44	34	41	67	57	32	21	9	12													
13387	CENTRO ESCOLAR CANT‡N EL GAVILµN	LA UNI‡N	245				16	6	19	19	21	22	35	18	26	24	22	17																
13388	"CENTRO ESCOLAR  ""EL CARMEN"""	LA UNI‡N	318				16	16	29	24	27	22	32	29	23	34	31	35																
13390	"CENTRO ESCOLAR ""CASERIO AGUA CALIENTE,CANTON  SANTA ROSITA"""	LA UNI‡N	22				1	2	3	5	3	2	1	2	3																			
13391	"INSTITUTO NACIONAL ""DE EL SAUCE """	LA UNI‡N	186																80	60	46													
13392	"CENTRO ESCOLAR ""CASERIO PAPALAMBRE, CANTON EL TALPETATE """	LA UNI‡N	30				2	2	3	3	5	4	3	6	2																			
13396	"CENTRO ESCOLAR ""JOSE FRANCISCO BARRUNDIA"""	LA UNI‡N	374				2	19	20	22	31	17	32	25	28	70	55	53																
13397	"CENTRO ESCOLAR ""CASERIO LA JOYA, CANTON SAN JUAN GUALARE"""	LA UNI‡N	26					1	3	5	5	5	3	4																				
13399	"CENTRO ESCOLAR "" CRISOGENO PEREZ """	LA UNI‡N	58					7	4	8	7	7	5	10	10																			
13400	"CENTRO ESCOLAR "" JORGE WASHINGTON """	LA UNI‡N	100				3	3	6	4	5	4	11	10	8	17	12	17																
13402	"CENTRO ESCOLAR "" JOSE DE SAN MARTIN """	LA UNI‡N	41				2		8	1	2	3	4	2		9	5	5																
13403	"CENTRO ESCOLAR "" CASERIO EL AMATILLO, CANTON EL TALPETATE """	LA UNI‡N	37				4	3	3	4	1	6	3	7	6																			
13409	"COMPLEJO EDUCATIVO "" DE INTIPUCA """	LA UNI‡N	687			2	9	23	32	45	53	44	51	57	57	77	75	46	54	42	20													
13410	"CENTRO ESCOLAR "" CANTON  EL CARAO """	LA UNI‡N	176				6	14	9	11	13	23	18	12	16	25	17	12																
13411	INSTITUTO NACIONAL CANT‡N AMAPALITA	LA UNI‡N	63																27	36														
13412	INSTITUTO NACIONAL LA UNI‡N	LA UNI‡N	152																76	63	13													
13413	"CENTRO ESCOLAR "" CASERIO PLAYITAS, CANTON AGUA ESCONDIDA """	LA UNI‡N	36				5	4	6	5	1	3	5	3	4																			
13414	"CENTRO ESCOLAR "" CASERIO PLAYITAS, CANTON  ISLA ZACATILLO """	LA UNI‡N	6					3	1	2																								
13415	"CENTRO ESCOLAR ""BEATR÷Z BEN÷TEZ"""	LA UNI‡N	34				1	2	4	5	4	5	6	6	1																			
13416	"CENTRO ESCOLAR "" HACIENDA LA GALILEA, CANTON SIRAMA """	LA UNI‡N	37				2	6	6	4	4	3	2	6	4																			
13417	CENTRO ESCOLAR CECILIO RUIZ	LA UNI‡N	35					4	2	7		10	3	8	1																			
13419	"CENTRO ESCOLAR "" COLONIA BELEN  """	LA UNI‡N	171				10	11	13	17	14	13	20	16	16	13	15	13																
13420	"CENTRO ESCOLAR "" CASERIO LA PAZ, CANTON SIRAMA """	LA UNI‡N	65				6	6	6	7	12	9	9	4	6																			
13422	"ESCUELA DE EDUCACION ESPECIAL ""LA UNI‡N"""	LA UNI‡N	67					1	6					4	3							1	6	3	8	9	4	8	4	4	2	1	3	
13423	"CENTRO ESCOLAR "" NAPOLEON VIERA ALTAMIRANO """	LA UNI‡N	31				2	2	6	4	3	3	7	1	3																			
13425	"CENTRO ESCOLAR "" CASERIO PLAYONA, CANTON ISLA ZACATILLO """	LA UNI‡N	34				1	3	3	3	3	2	3	3	4	5	2	2																
13426	CENTRO ESCOLAR CASER÷O CONDADILLO, CANT‡N VOLCANCILLO	LA UNI‡N	177				16	14	10	7	21	16	20	23	13	16	11	10																
13428	"CENTRO ESCOLAR "" CASERIO EL CAHUANO, CANTON ISLA ZACATILLO """	LA UNI‡N	85				3	4	4	11	5	6	12	9	9	10	8	4																
13429	"CENTRO ESCOLAR "" CANTON EL TABLON """	LA UNI‡N	38					3	2	4	4	1	6	6	12																			
13430	"CENTRO ESCOLAR "" CASER÷O EL HIGUER‡N,CANT‡N LA QUEZADILLA """	LA UNI‡N	96				1	9	10	15	8	11	18	16	8																			
13431	"CENTRO ESCOLAR ""LA SINCUYA"""	LA UNI‡N	213				13	15	18	12	16	20	25	15	24	25	13	17																
13433	"CENTRO ESCOLAR "" CANTON AGUA CALIENTE """	LA UNI‡N	171					7	14	13	13	16	22	14	16	19	17	20																
13434	COMPLEJO EDUCATIVO CASER÷O LA ESTUFA, CANT‡N ISLA ZACATILLO	LA UNI‡N	132				2	6	5	5	11	9	9	5	16	15	15	5	16	13														
13435	"CENTRO ESCOLAR ""DUCADO DE LUXEMBURGO"""	LA UNI‡N	106					3	5	11	5	14	10	12	4	15	14	13																
13436	"CENTRO ESCOLAR ""CANTON SIRAMA"""	LA UNI‡N	55				3	5	8	5	4	8	7	4	11																			
13437	"CENTRO ESCOLAR "" CANTON COYOLITO """	LA UNI‡N	105				1	4	9	11	12	10	11	10	6	17	10	4																
13438	"CENTRO ESCOLAR "" CANTON EL JICARO """	LA UNI‡N	142					6	10	7	17	17	9	13	19	16	11	17																
13439	"COMPLEJO EDUCATIVO "" CANTON LOMA LARGA """	LA UNI‡N	377				1	4	13	34	23	27	27	27	24	35	30	30	51	35	16													
13440	"CENTRO ESCOLAR "" CASERIO CHIQUIRIN, CANTON AGUA ESCONDIDA """	LA UNI‡N	176				9	7	4	7	5	21	18	16	13	25	25	26																
13441	"COMPLEJO EDUCATIVO ""GREGORIO ALVAREZ NU•EZ"""	LA UNI‡N	236				1	14	13	14	16	16	17	20	17	27	20	21	14	19	7													
13442	"ESCUELA DE EDUCACION PARVULARIA ""MARIA LUISA MARCIA"""	LA UNI‡N	352			53	75	121	103																									
13443	"COMPLEJO EDUCATIVO ""JOSE PANTOJA HIJO""."	LA UNI‡N	1416				18	33	43	71	81	101	76	91	103	117	109	134	208	188	43													
13444	"CENTRO ESCOLAR ""VICTORIA ZELAYA"""	LA UNI‡N	428				11	6	21	44	32	51	43	46	42	49	37	46																
13445	"COMPLEJO EDUCATIVO  "" DOCTOR HUGO LINDO """	LA UNI‡N	431				4	19	20	37	48	33	43	41	36	32	37	28	26	19	8													
13446	"COMPLEJO EDUCATIVO ""BARRIO LA FµTIMA"""	LA UNI‡N	977				41	29	67	86	88	101	99	97	69	91	57	74	42	36														
13447	"CENTRO ESCOLAR "" REPUBLICA DE HONDURAS """	LA UNI‡N	261				12	12	12	21	22	23	27	30	21	27	28	26																
13448	"CENTRO ESCOLAR ""CLUB DE LEONES"""	LA UNI‡N	184				3	9	13	26	15	12	24	16	10	22	20	14																
13449	COMPLEJO EDUCATIVO DE LISLIQUE	LA UNI‡N	453				8	12	15	24	13	28	26	34	14	55	42	46	63	56	17													
13452	"CENTRO ESCOLAR "" CASERIO LOS RUIZ, CANTON  AGUA FRIA """	LA UNI‡N	96				4	11	15	12	11	10	10	12	11																			
13453	"COMPLEJO EDUCATIVO ""DE MEANGUERA DEL GOLFO"""	LA UNI‡N	259				10	8	15	22	18	20	10	12	22	39	27	21	19	16														
13454	"CENTRO ESCOLAR "" CANTON ISLA DE CONCHAGUITA"""	LA UNI‡N	67				2	8	5	7	5	4	4	5	7	10	6	4																
13455	"CENTRO ESCOLAR "" CANTON  EL SALVADOR """	LA UNI‡N	55				7	7	3	8	5	7	5	6	7																			
13456	"CENTRO ESCOLAR "" CANTON LA NEGRA """	LA UNI‡N	21				3	1	4	2	2		5	2	2																			
13457	"CENTRO ESCOLAR "" CANTON OCOTILLO """	LA UNI‡N	19					2	3	3	1	4	2	1	3																			
13459	"COMPLEJO EDUCATIVO ""CATALINO AMAYA"""	LA UNI‡N	221					2	5	12	13	12	8	11	17	20	15	23	57	13	13													
13462	"CENTRO ESCOLAR "" CASERIO EL ALTO,CANTON EL PORTILLO """	LA UNI‡N	48				1	6	4	6	5	6	7	9	4																			
13463	"CENTRO ESCOLAR "" CANTON EL TRAPICHITO """	LA UNI‡N	129				4	9	5	7	7	7	11	9	12	22	22	14																
13466	"CENTRO ESCOLAR "" FRANCISCO ALVARADO CRUZ """	LA UNI‡N	94				5	4	11	10	6	9	13	1	11	8	9	7																
13467	"CENTRO ESCOLAR "" CASERIO UPIRE, CANTON MONTECA """	LA UNI‡N	248				2	11	23	14	15	17	30	19	25	33	32	27																
13468	"CENTRO ESCOLAR "" CANTON  LOS TALPETATES """	LA UNI‡N	20				3	2	2	4	2	1		2	4																			
13469	"CENTRO ESCOLAR ""MIRTALA YANEZ DE JIMENEZ"""	LA UNI‡N	173					6	7	16	13	10	23	16	19	21	19	23																
13470	"CENTRO ESCOLAR ""JOSE SIMEON CA•AS"""	LA UNI‡N	231							16	15	18	22	27	25	46	36	26																
13471	"ESCUELA DE EDUCACION PARVULARIA "" DE NUEVA ESPARTA """	LA UNI‡N	45				13	12	20																									
13473	"CENTRO ESCOLAR ""JOSê MARCELO SANTOS"""	LA UNI‡N	123				4	12	10	12	9	9	8	9	11	14	14	11																
13475	"INSTITUTO NACIONAL "" DANIEL ARIAS """	LA UNI‡N	210																87	79	44													
13477	"CENTRO ESCOLAR ""CASERIO EL AMATILLO, CANTON SANTA CLARA"""	LA UNI‡N	71					9	5	12	11	6	10	12	6																			
13478	"CENTRO ESCOLAR "" CASERIO LAS FLORES, CANTON CERRO PELON """	LA UNI‡N	25				5	5	1	5	3	2	4																					
13479	"CENTRO ESCOLAR "" RUBEN DARIO VELASQUEZ """	LA UNI‡N	226				15	18	11	22	25	14	26	15	26	16	21	17																
13482	"CENTRO ESCOLAR "" CANTON EL REBALSE """	LA UNI‡N	18					4		4	1	3	3	2	1																			
13483	"ESCUELA DE EDUCACION PARVULARIA ""CANTON EL PEDERNAL"""	MORAZµN	42				8	15	19																									
13484	"CENTRO ESCOLAR "" CANTON EL COLORADO """	LA UNI‡N	24				1	1	2	4	4	4	3	2	3																			
13485	"CENTRO ESCOLAR "" CANTON SAN FELIPE """	LA UNI‡N	196				7	13	13	12	13	16	22	22	15	23	17	23																
13487	"CENTRO ESCOLAR "" CASERIO AGUA AGRIA CANTON VALLE AFUERA """	LA UNI‡N	29				5	2	3	3	4	1	6	3	2																			
13488	"CENTRO ESCOLAR "" LOS PORTILLOS, CANTON LOS HORCONES """	LA UNI‡N	38				1	5	6	4	5	7	4	3	3																			
13489	"CENTRO ESCOLAR "" CANTON PIEDRAS BLANCAS """	LA UNI‡N	168				13	11	15	8	11	12	16	18	10	16	21	17																
13490	"CENTRO ESCOLAR "" CANTON SAN CARLOS """	LA UNI‡N	155			3	8	13	9	11	6	13	13	9	14	27	14	15																
13492	"CENTRO ESCOLAR "" CANTON EL POLVO """	LA UNI‡N	130				3	12	6	12	11	17	9	11	11	14	11	13																
13493	"CENTRO ESCOLAR "" CANTON LOS HORCONES """	LA UNI‡N	23							4	3	6	4	6																				
13494	"CENTRO ESCOLAR "" CANTON SAN  EDUARDO """	LA UNI‡N	30				1	5	2	4	3	3	3	4	5																			
13495	"CENTRO ESCOLAR "" CANTON SAN JOSE """	LA UNI‡N	57				6	7	4	6	5	5	6	10	8																			
13496	"CENTRO ESCOLAR "" CANTON VALLE AFUERA """	LA UNI‡N	52				4	4	5	4	11	7	6	4	7																			
13498	"ESCUELA DE EDUCACION PARVULARIA "" DE PASAQUINA """	LA UNI‡N	67				11	26	30																									
13499	"CENTRO ESCOLAR "" CASERIO EL PICACHO, CANTON CERRO PELON """	LA UNI‡N	30					4	8	4	6	1	5		2																			
13500	"CENTRO ESCOLAR "" CANTON EL TALPETATE """	LA UNI‡N	46				3	6	8	6	3	6	8	3	3																			
13501	"CENTRO ESCOLAR ""RAMON MENDOZA"""	LA UNI‡N	429							32	38	33	47	35	43	61	74	66																
13502	"CENTRO ESCOLAR ""CASERIO LA CEIBA, CANTON PUEBLO"""	LA UNI‡N	123				1	5	7	12	6	10	6	8	8	16	25	19																
13503	"CENTRO ESCOLAR "" CASERIO CERRO DE PE•A, CANTON LAJITAS """	LA UNI‡N	92				3	2	10	6	9	5	7	7	11	9	9	14																
13505	"ESCUELA DE EDUCACION PARVULARIA ""DE SAN ISIDRO"""	MORAZµN	37				5	12	20																									
13509	"CENTRO ESCOLAR "" CANTON LAJITAS """	LA UNI‡N	136					7	9	13	17	10	15	14	12	14	12	13																
13511	"CENTRO ESCOLAR "" CANTON  EL CARPINTERO """	LA UNI‡N	91					5	6	8	8	3	2	8	7	11	14	19																
13513	"COMPLEJO EDUCATIVO  ""PROFESOR RAFAEL µNGEL MART÷NEZ R÷OS"""	LA UNI‡N	271				7	13	16	14	19	15	22	24	13	25	31	21	24	12	15													
13515	"CENTRO ESCOLAR "" CASERIO BUENA VISTA, CANTON MALA LAJA """	LA UNI‡N	46				2	4	10	6	4	6	4	6	4																			
13516	"COMPLEJO EDUCATIVO ""DE POLOROS"""	LA UNI‡N	643				11	26	28	36	50	38	57	48	39	75	64	48	58	44	21													
13519	"CENTRO ESCOLAR "" CASERIO LA GUACAMAYERA, CANTON BOBADILLA """	LA UNI‡N	66				3	7	9	8	6	7	8	11	7																			
13520	"CENTRO ESCOLAR  "" PROFESOR LUIS ARMANDO ROBLES"""	LA UNI‡N	263													26	28	20	86	88	15													
13521	CENTRO ESCOLAR CASER÷O EL CARAO, CANT‡N TERRERO BLANCO	LA UNI‡N	56				3	5	7	8	3	11	5	7	7																			
13522	"CENTRO ESCOLAR "" CANTON BOBADILLA """	LA UNI‡N	113				4	7	3	7	6	15	12	14	12	10	10	13																
13523	"CENTRO ESCOLAR "" CASERIO EL RETUMBO, CANTON  EL TIZATIO """	LA UNI‡N	118					2	4	9	8	5	10	19	16	17	16	12																
13524	"CENTRO ESCOLAR "" CANTON PIEDRA GORDA """	LA UNI‡N	26				3	3	3	3	3	2	3	3	3																			
13525	CENTRO ESCOLAR CANT‡N COPAL÷O	LA UNI‡N	46				4	6	4	4	7	3	7	6	5																			
13526	CENTRO ESCOLAR  CANTON  LA BARAHONA	LA UNI‡N	75				4	10	7	5	12	11	11	7	8																			
13529	"CENTRO ESCOLAR ""CANTON CERCO DE PIEDRA """	LA UNI‡N	81				8	9	13	9	10	4	10	8	10																			
13530	"CENTRO ESCOLAR "" CANTON TERRERO BLANCO """	LA UNI‡N	30				3	4		4	7	5	1	5	1																			
13531	CENTRO ESCOLAR  CANTON SAN JERONIMO	LA UNI‡N	70					1	5	10	6	4	9	12	5	7	5	6																
13532	"CENTRO ESCOLAR "" CANTON CEIBITAS """	LA UNI‡N	21				2	5	2	4	1	3			4																			
13533	"CENTRO ESCOLAR "" CANTON LA PREZA """	LA UNI‡N	7								4	1	1		1																			
13535	"CENTRO ESCOLAR ""JOSE ANASTACIO BONILLA"""	LA UNI‡N	144				10	9	10	12	14	13	10	13	9	11	15	18																
13536	"CENTRO ESCOLAR "" CANTON  EL TIZATIO """	LA UNI‡N	43				4	4	10	11	6	3	5																					
13537	"CENTRO ESCOLAR "" CANTON LA TRINCHERA """	LA UNI‡N	21					4	6	1	2		4	3	1																			
13538	"CENTRO ESCOLAR "" CANTON LAS LAJAS """	LA UNI‡N	45				3	1	3	4	8	7	4	6	9																			
13539	COMPLEJO EDUCATIVO CANT‡N PAVANITA	LA UNI‡N	386					9	11	17	20	17	34	25	24	30	39	36	61	50	13													
13540	"CENTRO ESCOLAR "" CANTON SAN JOSE """	LA UNI‡N	37				2	2	1	4	6	3	8	4	7																			
13541	"COMPLEJO EDUCATIVO ""FêLIX CASTILLO"""	LA UNI‡N	300				8	18	20	24	18	17	20	29	29	33	22	21	22	19														
13542	"CENTRO ESCOLAR "" CANTON LOS JIOTES """	LA UNI‡N	277				4	8	11	28	28	21	30	44	20	36	25	22																
13543	"CENTRO ESCOLAR "" CANTON HATO NUEVO """	LA UNI‡N	136				6	11	14	10	10	18	13	17	11	13	13																	
13544	"CENTRO ESCOLAR  ""BENIGNA HERRERA DE MART÷NEZ"	LA UNI‡N	130				4	6	11	11	14	13	13	11	12	10	12	13																
13545	"CENTRO ESCOLAR "" REPUBLICA DE ARGENTINA """	LA UNI‡N	418				5	16	25	34	23	34	52	50	52	42	48	37																
13546	"CENTRO ESCOLAR "" DE SAN ALEJO """	LA UNI‡N	158							18	20	25	10	16	18	16	18	17																
13547	"COMPLEJO EDUCATIVO  ""DE SAN JOSê LA FUENTE"""	LA UNI‡N	220				10	9	20	10	11	13	16	20	14	27	16	20	12	22														
13549	CENTRO ESCOLAR  CANTON EL SOMBRERITO	LA UNI‡N	61				1	1	4	7	5	3	4	7	1	14	5	9																
13550	"INSTITUTO NACIONAL "" PROFESOR FRANCISCO VENTURA ZELAYA """	LA UNI‡N	861																380	298	183													
13551	"CENTRO ESCOLAR "" ALONSO ANTONIO VENTURA PERLA """	LA UNI‡N	138				3	8	8	10	16	10	13	19	14	10	13	14																
13552	"CENTRO ESCOLAR "" CASERIO EL LIMON, CANTON EL ALBORNOZ """	LA UNI‡N	141				4	6	15	9	11	15	14	18	13	15	14	7																
13554	"CENTRO ESCOLAR "" CASERIO SAN BARTOLO, CANTON LAS CA•AS """	LA UNI‡N	24					1	3	1	3	6	4	3	3																			
13555	"COMPLEJO EDUCATIVO ""SAN FRANCISCO"""	LA PAZ	1578				65	43	84	119	123	124	125	128	131	132	157	122	108	117														
